100000 -1486618624
-490342 -474153 L
-488914 -497965 L
-483144 -490792 R
-486411 -478005 R
-492709 -481198 D
-487747 -483503 L
-475845 -499259 L
-480031 -494923 D
-489670 -483375 U
-477671 -487228 D
-486798 -467957 R
-476218 -488317 D
-471891 -493914 D
-480395 -496340 R
-495193 -472094 L
-470306 -467791 U
-477466 -495811 D
-480496 -473811 U
-482544 -471331 U
-497518 -492029 D
-496895 -496720 U
-496496 -494430 D
-492007 -498903 D
-469126 -489942 D
-485265 -471637 R
-477285 -469406 D
-488206 -491259 L
-479597 -481864 U
-470367 -481150 U
-491849 -472240 R
-489637 -496511 D
-471614 -468666 D
-499719 -482928 L
-484253 -499544 L
-479057 -476294 D
-488823 -485406 L
-480787 -484654 D
-487818 -482936 U
-498386 -472107 R
-468729 -480578 L
-476548 -490557 U
-472137 -499780 R
-499057 -481798 D
-477899 -484842 U
-494891 -496519 L
-487492 -491570 L
-485435 -489581 D
-472993 -468126 D
-497851 -477440 D
-476922 -486323 D
-489455 -486778 L
-489760 -480068 R
-488351 -490763 U
-486051 -469923 L
-488120 -467921 D
-474591 -472685 R
-482955 -479386 L
-477079 -476801 R
-490139 -468766 R
-496941 -498543 D
-490453 -487703 U
-477038 -470879 U
-477359 -499808 D
-491669 -486712 L
-468609 -480773 U
-496104 -488856 U
-492815 -474600 D
-498978 -486364 R
-477214 -480358 R
-487307 -485700 L
-495504 -477984 R
-485474 -482036 R
-475476 -469979 D
-471566 -485483 U
-470322 -490508 R
-484653 -473766 D
-473401 -487821 L
-476793 -477436 L
-478807 -471186 D
-468002 -483203 R
-485223 -490703 U
-480520 -496508 U
-483766 -471929 D
-488438 -490772 R
-470223 -473472 L
-496339 -492159 R
-485390 -473395 U
-474476 -489267 D
-495435 -492594 R
-469296 -490199 D
-474267 -467546 R
-479010 -495131 U
-486389 -488460 R
-480980 -487566 R
-476744 -476668 R
-498962 -473405 U
-488506 -472688 L
-470715 -486549 L
-492969 -477078 D
-473044 -476377 U
-477614 -483419 R
-497869 -468793 U
-471975 -474338 R
-491428 -493128 U
-478365 -481680 R
-489533 -486234 D
-484602 -468817 L
-481063 -473882 D
-487782 -476532 R
-498609 -472666 L
-484951 -492886 L
-481773 -485092 U
-471175 -495031 L
-482083 -477399 U
-476526 -491368 U
-481974 -476118 R
-484728 -488120 L
-493449 -498712 U
-473745 -488646 R
-470389 -498191 L
-471096 -476582 U
-495671 -487496 R
-485172 -486393 D
-491797 -496049 R
-470441 -471142 R
-492032 -485221 D
-498969 -469786 L
-478461 -480180 D
-498331 -470839 L
-476192 -483575 L
-467528 -490456 D
-497237 -494970 D
-472490 -499735 L
-472793 -494209 R
-468416 -483128 L
-495878 -469799 U
-488393 -494564 L
-497631 -481463 D
-481519 -472347 D
-483459 -482477 U
-482202 -494915 R
-479348 -482677 R
-483811 -498561 D
-490570 -473514 L
-498563 -489793 R
-495954 -470634 L
-498237 -493967 U
-490537 -497650 D
-470657 -470458 D
-483405 -479384 L
-478953 -485970 D
-479297 -485611 U
-467899 -469373 R
-490421 -482428 R
-488592 -473921 D
-469196 -471452 U
-482519 -479788 R
-472956 -478989 U
-492745 -488068 R
-496030 -487811 R
-481036 -494565 L
-473116 -473958 R
-489490 -471286 L
-492908 -494634 U
-479995 -493218 L
-470838 -479554 L
-495746 -492524 D
-490704 -493944 D
-487229 -484704 L
-491002 -486444 U
-485691 -473779 L
-474376 -475337 D
-494012 -467714 U
-483659 -499571 R
-491169 -496603 L
-486017 -475836 L
-490435 -481524 R
-494494 -488159 D
-467789 -476726 U
-467735 -497103 R
-492756 -478095 D
-479398 -476198 U
-497087 -469407 R
-467994 -498093 D
-489532 -483391 R
-476849 -491804 R
-469718 -492411 D
-475152 -468290 U
-491879 -483687 L
-491984 -470700 L
-475392 -473856 L
-469053 -471955 R
-496373 -472063 U
-478393 -487563 L
-487473 -489784 U
-478691 -471887 U
-480393 -484099 D
-492397 -492966 D
-469653 -489668 U
-483145 -478501 D
-467812 -468108 R
-488345 -486752 R
-475653 -493921 D
-468094 -472276 L
-489909 -474298 D
-485053 -469374 D
-493115 -494380 U
-475098 -481540 U
-479406 -483928 L
-473614 -479453 D
-487364 -484773 D
-497225 -493015 L
-479575 -493886 U
-469020 -485098 R
-494521 -474741 U
-484166 -478781 R
-485410 -472693 R
-469043 -469966 L
-498734 -488431 L
-474281 -479244 R
-495427 -475678 L
-493443 -481644 R
-467302 -499544 L
-494114 -468684 D
-484285 -469775 L
-499711 -491788 D
-475084 -467686 L
-472193 -467282 U
-481595 -483394 D
-479493 -490964 D
-472737 -493450 L
-495803 -495124 D
-499876 -467950 L
-499138 -471035 D
-482165 -470637 R
-477868 -471606 D
-497005 -486514 L
-496979 -488637 L
-478807 -498236 U
-480157 -474984 U
-476589 -485110 U
-485547 -495373 L
-481996 -480292 L
-497797 -482415 D
-485619 -491472 U
-479800 -488716 L
-473473 -471196 D
-492559 -496773 U
-481751 -496807 D
-471876 -472636 D
-468672 -489445 R
-495711 -475489 U
-484945 -472153 L
-494365 -487028 D
-491939 -472658 R
-486548 -476181 D
-494284 -495773 R
-470004 -489875 L
-485387 -473160 D
-489997 -499867 D
-486394 -492904 U
-479622 -482293 D
-492367 -488964 U
-468332 -479277 D
-467814 -481808 D
-490877 -496550 L
-489907 -488224 U
-483164 -482905 R
-471756 -499763 R
-474516 -476760 U
-473247 -480723 L
-473361 -468176 L
-471592 -480341 L
-475004 -491541 D
-494476 -473595 U
-485524 -473602 L
-494735 -468044 R
-480897 -489140 D
-471998 -492508 L
-473275 -484971 U
-483264 -491356 U
-481004 -493069 R
-488628 -472741 L
-469242 -472234 D
-479866 -480289 L
-486183 -481517 L
-477536 -496311 L
-475357 -487511 L
-488844 -499760 R
-476835 -488135 D
-472598 -491430 U
-482129 -468881 R
-492462 -472444 D
-481913 -495151 D
-486213 -493051 D
-486822 -492378 D
-496658 -481658 D
-487379 -492552 L
-470248 -482496 R
-495188 -494243 U
-496569 -467460 R
-478216 -470903 L
-471738 -478905 U
-475008 -468005 D
-498054 -472062 L
-475786 -492191 D
-488749 -490354 R
-475454 -486134 R
-485652 -477114 U
-481408 -475147 U
-498456 -473084 L
-487316 -469463 D
-473160 -497436 U
-482866 -494826 U
-490547 -496503 R
-487490 -495951 U
-494501 -498045 L
-467496 -479229 D
-486468 -475984 R
-472132 -490617 D
-474467 -471377 L
-467473 -495953 D
-475926 -490311 U
-495891 -481437 L
-492350 -470919 R
-482662 -478892 L
-480557 -488760 L
-488879 -492417 U
-493327 -479411 R
-470475 -489672 L
-479547 -470165 D
-491357 -472188 U
-484893 -497646 U
-477496 -494915 D
-472657 -496053 D
-487985 -476239 L
-469808 -469880 D
-479707 -491858 L
-480981 -473296 L
-481610 -485300 D
-497514 -497443 L
-497596 -487736 U
-498744 -477382 D
-479968 -471219 D
-478677 -497776 D
-487454 -477305 U
-491364 -470435 R
-478207 -486072 L
-472507 -481398 L
-476841 -480974 R
-485879 -479971 D
-471056 -468325 R
-468922 -472966 U
-478281 -493015 L
-488497 -485749 U
-479260 -492071 D
-473491 -495248 U
-485331 -467859 L
-471982 -490881 R
-493008 -497803 R
-474310 -494148 D
-478317 -488848 D
-495316 -483305 D
-480832 -492878 L
-476127 -492536 L
-481708 -493794 R
-477450 -468881 R
-497771 -489526 D
-475790 -490572 U
-469370 -488150 D
-474030 -478815 L
-484226 -480420 U
-498808 -498575 R
-487357 -489059 U
-487364 -470529 D
-477416 -473317 L
-472784 -482271 R
-495545 -475748 U
-494703 -483441 L
-499193 -491596 R
-483492 -475411 L
-494385 -474246 R
-478753 -477241 D
-481675 -496641 L
-468472 -475738 D
-470864 -494851 U
-490129 -476279 D
-477493 -499350 L
-483733 -477600 R
-467787 -483084 U
-492912 -480415 R
-467537 -489055 R
-467359 -486580 D
-474306 -494087 U
-481755 -471043 U
-471747 -479871 R
-471784 -476202 R
-474602 -497534 R
-490639 -496916 R
-472440 -499393 L
-485127 -492545 D
-483693 -481747 D
-490207 -480357 L
-495277 -492077 U
-485671 -473604 L
-481292 -493492 U
-481894 -482164 R
-488437 -486486 L
-472480 -480754 L
-498698 -495697 R
-490876 -475945 R
-476152 -474484 R
-493640 -483165 L
-474697 -498767 D
-471146 -468506 R
-496123 -482613 L
-480647 -490835 D
-495920 -487291 U
-480093 -475796 R
-469284 -480340 R
-467500 -471998 U
-480595 -499519 D
-480539 -470106 L
-494459 -474342 L
-478721 -490123 D
-478162 -479702 D
-488056 -496171 D
-471215 -499064 U
-468256 -496269 U
-479869 -490046 D
-487047 -482053 U
-493726 -492249 D
-478212 -474143 L
-486844 -476401 R
-472976 -499500 R
-492947 -486584 D
-481887 -471949 R
-484401 -469331 D
-470213 -475369 L
-471629 -483565 L
-473263 -497456 L
-479258 -480234 D
-489652 -469266 R
-497603 -473495 D
-496782 -498523 L
-477816 -482641 L
-472187 -486222 D
-489129 -492011 D
-491468 -471033 U
-496625 -492009 D
-477117 -480790 D
-497842 -488902 D
-495167 -490482 R
-483189 -478805 R
-473432 -471674 D
-474516 -489480 U
-493141 -479826 R
-467619 -488611 L
-484564 -473000 D
-485324 -496544 R
-489583 -492840 D
-495594 -474699 L
-477338 -489006 R
-494886 -482150 D
-479469 -473647 L
-499312 -478937 D
-483561 -474874 U
-487163 -474284 L
-473352 -468271 L
-476083 -469865 L
-476041 -477734 U
-499257 -497811 D
-481890 -478241 R
-475888 -473814 R
-487485 -467318 D
-487204 -473119 R
-481631 -473365 R
-472646 -471730 U
-494074 -496285 L
-483550 -487177 D
-498226 -474580 L
-472474 -468213 R
-486618 -470339 R
-474279 -491863 U
-468151 -470341 U
-474937 -467572 D
-480462 -495815 U
-487653 -499628 R
-473859 -470672 L
-476736 -468504 R
-493845 -495044 U
-486371 -495200 U
-489148 -495108 L
-494268 -474315 D
-475248 -483157 R
-490073 -478032 U
-491817 -470969 D
-499600 -499250 D
-471571 -491545 L
-486831 -476787 U
-473609 -493556 R
-475674 -469533 R
-493402 -483061 D
-495105 -491824 D
-483620 -474446 L
-485268 -491198 U
-467521 -489372 L
-498657 -469106 R
-497315 -481428 R
-468028 -498587 L
-486545 -496335 U
-484832 -490872 R
-476703 -468589 U
-479283 -476485 R
-467930 -471652 R
-472523 -467309 R
-479355 -470718 R
-495142 -499142 U
-480805 -486665 L
-498102 -497596 D
-493682 -484814 L
-497582 -468444 L
-492389 -474566 D
-478394 -496416 D
-480752 -490280 U
-488312 -498408 L
-497586 -494403 D
-476029 -483710 U
-496673 -485956 L
-489764 -484772 L
-471605 -486095 U
-499829 -494195 R
-491083 -471268 L
-476910 -494999 D
-486625 -484124 L
-496621 -488620 U
-474971 -479039 D
-494863 -484680 D
-497895 -471755 D
-486340 -468472 L
-489537 -488928 R
-479969 -484149 D
-467943 -482988 U
-481016 -487967 R
-479484 -492876 U
-498117 -482179 R
-498151 -494529 L
-499942 -470129 U
-485492 -476006 U
-491972 -495218 L
-489477 -485640 U
-485455 -471069 U
-472844 -486035 L
-480248 -475031 D
-476139 -470261 D
-497177 -480072 U
-473075 -489117 D
-497320 -477641 L
-498694 -486081 U
-497627 -497880 L
-486717 -480088 R
-495413 -484311 D
-472182 -476005 U
-467479 -472340 R
-496309 -479494 U
-480697 -494079 R
-488645 -472676 R
-491077 -473326 R
-496496 -492155 D
-482921 -475166 U
-469591 -497229 R
-469139 -489499 R
-497186 -485632 U
-498878 -499879 R
-492452 -484604 D
-475502 -490983 D
-472113 -496120 R
-468055 -486485 L
-477224 -498595 R
-497344 -468170 D
-470922 -494148 R
-486300 -495265 D
-491798 -467595 D
-477431 -468154 L
-473910 -478055 U
-496675 -477937 U
-493263 -490651 R
-479178 -470079 L
-469676 -493162 R
-482516 -493206 R
-468758 -486037 D
-484027 -481352 D
-498661 -487549 R
-467403 -484211 D
-481280 -494115 R
-493915 -499392 U
-487473 -488802 R
-495104 -499581 D
-469934 -472214 R
-481104 -491487 L
-468939 -488330 R
-484008 -486631 R
-489657 -467304 R
-497688 -496193 U
-488494 -484860 D
-489562 -472857 R
-486257 -495750 U
-487050 -474552 D
-496933 -499705 L
-482802 -493669 D
-488389 -491600 U
-470049 -473314 R
-480421 -491105 D
-473398 -492665 D
-476160 -471900 L
-484344 -499065 R
-472411 -471763 R
-478521 -469907 D
-480314 -494078 U
-490900 -468846 R
-468996 -494743 U
-477827 -481911 U
-499337 -488328 U
-478053 -488116 R
-482176 -484157 L
-478445 -473889 L
-493563 -490321 R
-485643 -478173 D
-490404 -493313 U
-469837 -498233 U
-469572 -472440 L
-484696 -485222 D
-488147 -482037 D
-490711 -480587 D
-487990 -495461 R
-490521 -496594 R
-492108 -490717 D
-489534 -480691 D
-476916 -477204 U
-484244 -473721 L
-476481 -499416 R
-495773 -478298 L
-470502 -496657 D
-487889 -475934 L
-488108 -489156 U
-488472 -467492 D
-499564 -471362 R
-499097 -470595 D
-487905 -485215 R
-479298 -479524 L
-491603 -487015 R
-499519 -490044 R
-497123 -476973 L
-491581 -498324 L
-488455 -485986 U
-472353 -468741 L
-496503 -485661 U
-493731 -478599 D
-490381 -495415 U
-479213 -486612 R
-493049 -477930 U
-492840 -496220 R
-496943 -494803 L
-469668 -489837 R
-497393 -494915 D
-486395 -487154 R
-479477 -481165 U
-496223 -477240 L
-498789 -498090 L
-477937 -489374 L
-495063 -487020 L
-483796 -485652 L
-475629 -498204 U
-483936 -483549 U
-480180 -486702 R
-488599 -477673 D
-495752 -468597 D
-475596 -484808 D
-491009 -470532 R
-497186 -481024 R
-485681 -478098 D
-477765 -472907 R
-469825 -491294 D
-471187 -493074 L
-476720 -479284 U
-473739 -485398 R
-468281 -471019 D
-474935 -499747 R
-481073 -482215 D
-469238 -493903 U
-472544 -490013 D
-477386 -482828 R
-478230 -483878 D
-495384 -486413 L
-498967 -494191 U
-484731 -469978 L
-483981 -490236 L
-477983 -473989 U
-498462 -470310 U
-496818 -468697 R
-494177 -492651 L
-473851 -484353 D
-476097 -483928 D
-485010 -469615 R
-472208 -473422 U
-480580 -490132 U
-495190 -482799 L
-474429 -491433 L
-467233 -498813 D
-484314 -498063 D
-480871 -472940 L
-469466 -492439 U
-475059 -482804 R
-476234 -484787 L
-475438 -478572 D
-469335 -481368 R
-489172 -499122 D
-479732 -471076 L
-474053 -499947 D
-476399 -488693 L
-484887 -471138 L
-482797 -485664 D
-493082 -470091 R
-481898 -468974 L
-489188 -477628 D
-481445 -481140 D
-491173 -490004 R
-495655 -483477 U
-479246 -471209 R
-495944 -477354 U
-467673 -491385 R
-473307 -480030 R
-491559 -483625 R
-470757 -470531 L
-489562 -491166 L
-469782 -478066 L
-488083 -475125 L
-477009 -481833 D
-479987 -488604 D
-479370 -475847 R
-492382 -476132 R
-473033 -480160 L
-469830 -481088 D
-487691 -494577 D
-476622 -473358 L
-467802 -487425 D
-490050 -468631 D
-490837 -469622 U
-479671 -491954 R
-473857 -469989 U
-478549 -497194 L
-482704 -469092 R
-469905 -489687 D
-471953 -488355 U
-493413 -479753 L
-493461 -491234 R
-498507 -481973 L
-494936 -479417 D
-492160 -467850 D
-483566 -484744 L
-493022 -480978 L
-496000 -471051 U
-493134 -489934 D
-471200 -498798 D
-499104 -471020 U
-469303 -472271 L
-477003 -498184 D
-468136 -492806 L
-490846 -495002 U
-488078 -478275 R
-484022 -490364 D
-470853 -499115 D
-492072 -484273 L
-472866 -488996 R
-494407 -496457 U
-475131 -472054 L
-489451 -496487 L
-469116 -488926 R
-481955 -496616 L
-498771 -483795 R
-486592 -469561 D
-493113 -483460 R
-490384 -484464 U
-482404 -469335 L
-474887 -483982 R
-496105 -473982 U
-499945 -480159 D
-478995 -475983 D
-473650 -477720 L
-488632 -499717 D
-490832 -477848 L
-477722 -488601 U
-480866 -471550 L
-490191 -497487 L
-470949 -492397 U
-469450 -491058 R
-487092 -478395 D
-477303 -467850 U
-481338 -493404 D
-492687 -490515 D
-492121 -499140 D
-486659 -469386 L
-477892 -489689 D
-480824 -476860 U
-480359 -499436 U
-489324 -470849 U
-495888 -486736 L
-468724 -469901 L
-491121 -475016 U
-487609 -467699 D
-471674 -481959 L
-487963 -495576 U
-477657 -467281 R
-483364 -499494 L
-488478 -482437 U
-479410 -479928 L
-484320 -472845 D
-474365 -483163 D
-493004 -480597 U
-469932 -491935 R
-475267 -469229 R
-488014 -481662 L
-479165 -470792 R
-489969 -471984 D
-475141 -467637 R
-481339 -471070 D
-480519 -475038 R
-478752 -499666 R
-486219 -487326 L
-476976 -487773 U
-483025 -496995 R
-473109 -475521 D
-482027 -493563 D
-469177 -480934 R
-484422 -470778 L
-474665 -499811 U
-498946 -488606 U
-469551 -489761 D
-484171 -484123 U
-487996 -495263 R
-470474 -470008 L
-488728 -470759 D
-499184 -490524 D
-484979 -487917 D
-480999 -478466 D
-495947 -492788 L
-487592 -478001 D
-492993 -486253 U
-493957 -482271 D
-480470 -494049 R
-472376 -472946 U
-496680 -487991 L
-493347 -484413 R
-492961 -482638 L
-484975 -494753 U
-481981 -472247 R
-486701 -468352 D
-495823 -473121 L
-489627 -495017 U
-476012 -480438 L
-489292 -470174 R
-490471 -483697 R
-498359 -495333 L
-485504 -479799 R
-494717 -491464 U
-488375 -476224 D
-480357 -498727 R
-482274 -473352 U
-486114 -475086 D
-498932 -498155 R
-472223 -487027 L
-469532 -484628 R
-493148 -484159 L
-494241 -482658 L
-492844 -472462 L
-482597 -487802 D
-486869 -487251 R
-491062 -490263 D
-472788 -489787 U
-492251 -468574 U
-478046 -479881 D
-480636 -487864 R
-490067 -497216 D
-490319 -489858 L
-479997 -476432 D
-477753 -481180 R
-473615 -498475 U
-496324 -488852 U
-472131 -479974 U
-485264 -489726 R
-485513 -493782 R
-469877 -498757 U
-484000 -488386 U
-481575 -492269 R
-481172 -473771 R
-490266 -497438 R
-477302 -480434 L
-489478 -487166 U
-494664 -490151 D
-499753 -477970 L
-473327 -472964 D
-473410 -467911 D
-476084 -492832 R
-496348 -467667 R
-472207 -494566 L
-483933 -491020 D
-498774 -491591 L
-472567 -467942 R
-480393 -468556 D
-468843 -472758 L
-497740 -469869 D
-494406 -467573 L
-487634 -473237 R
-497398 -481672 U
-486471 -477701 L
-479209 -468966 R
-480503 -487532 D
-489375 -475280 D
-479044 -495213 U
-492623 -483376 D
-497582 -483184 U
-490377 -477279 R
-474873 -493676 L
-467971 -467432 D
-485678 -495891 D
-486773 -471289 R
-486672 -482171 D
-495913 -484638 D
-486463 -488002 R
-474029 -483210 D
-477463 -475332 U
-489415 -474347 U
-486929 -487113 R
-492706 -488669 U
-482098 -497898 R
-470213 -468933 R
-495821 -485492 U
-493908 -486541 U
-484247 -496014 D
-478386 -477849 U
-474348 -486390 R
-469365 -473337 D
-488119 -467597 R
-499276 -486040 L
-486730 -477067 D
-478540 -495609 L
-486971 -485131 U
-490685 -473548 U
-469498 -485212 R
-483674 -482387 L
-472758 -497201 R
-478630 -477810 L
-476632 -498597 D
-477119 -493547 L
-483860 -499637 L
-476894 -474375 U
-471775 -470168 R
-484187 -496317 U
-474836 -471070 D
-493559 -490782 U
-491840 -483327 R
-499892 -469643 R
-496634 -499908 R
-478084 -499960 R
-482607 -480421 R
-499867 -472918 R
-479682 -497561 R
-472093 -475090 R
-499580 -481138 L
-485517 -495758 L
